Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,id,description
Williamstown North,10/68 Kororoit Creek Rd,1,u,285000,S,Williams,2016-10-09 00:00:00,8.9,3016,1,1,1,0.0,0.0,0,Hobsons Bay,-37.8571,144.8841,Western Metropolitan,802,6557,"Great functional home for rent. Was completed in June 2013.
The home has a complete style, and all materials are of high quality. The home is well insulated, both against noise and heat/cold.

Consists of:
Roof terrace 60m2. With a fantastic view!!! Corner seating area and 4 sunbeds.

Main floor: Entrance hall, staircase, bathroom, kitchen, living/dining room, bedroom and 30m2 terrace. 2 seating areas on the terrace. Stairs up to the roof terrace.

Downstairs: master bedroom with double bed, TV and private bathroom. Sliding door to private terrace. 1 piece. separate bathroom. 2 pcs. bedroom with family beds, i.e. bunk beds with 120 cm. width below and 90 cm. width up. Outside there is a private approx. 60 m2 terrace, with Weber grill, dining table and chairs for 12 people. Remote-controlled awning installed in 2019, provides shade over the dining area. This terrace is approx. 1.5 meters higher than the common area with lawn and pool. Has direct access to the common area.

TV with Norwegian/Danish/Swedish/international channels.
Wireless network, fiber 300/300 line.
American-style refrigerator, with ice maker and water purification, drinking water!
An extra fridge.
A travel cot for children and a sports buggy are available in the house.

For questions about rent, we can be contacted on tel.:
Åse-Jill: 97623716
Kay-Terje: 97734888

The price is 1500 euros per week in high season + electricity and water according to consumption. Consumption is read electronically online. Washing is paid in cash on departure, 150 euros.
Also available for long-term rental, contact for further information.
Get in touch for the price of weekly rent in the low season.

The entire property is secured with walls, so that children can play in the common area without the risk of traffic. Gate to street, with remote control. Door phone with video camera, and the possibility to open the door and gate from the house.

Fantastic hiking terrain, in the immediate vicinity.
Great water parks, amusement parks, golf courses etc. 5-10 minutes' drive from the house, see links.
About. 45 minutes drive from Alicante airport.
10 minutes drive to Benidorm.
1.5 hour drive to Valencia."
Coburg North,13 Pixel Cct,3,h,625000,S,Nelson,2016-10-09 00:00:00,9.2,3058,3,1,2,104.0,138.0,2014,Moreland,-37.7307,144.9826,Northern Metropolitan,3445,2051,"Great and well-maintained holiday property with a sunny location and fantastic views in Hornlia. The main cabin from 1999 contains a windbreak, hallway, living room, kitchen, 3 bedrooms and a bathroom. Annex from 2007 with living room and 2 bedrooms. Detached storage room from 2015 with electricity installed. The property is located in scenic surroundings in an established and quiet cottage area. Fine hiking opportunities and groomed cross-country skiing tracks are found in the immediate vicinity."
Caulfield North,25 Malvern Gr,3,h,2005000,PI,Jellis,2016-07-05 00:00:00,8.1,3161,4,2,3,361.0,237.0,2014,Glen Eira,-37.8694,145.0296,Southern Metropolitan,6923,1811,"Cozy and pretty 3-room apartment located in a popular housing association on Bøler with Østmarka in your backyard garden.
The apartment is south-facing on the 3rd floor with a good layout. Here you have a spacious balcony that looks out onto the housing association's common areas. At Haraløkka, you live with unimaginable opportunities for hiking, exercise, fishing, swimming or pure and simple recreation right outside your door!
Briefly:
- Wood stove for pleasant winter evenings
- Kitchen from 2008
- Bathroom w/uppl. washing machine from 2006
- Replaced window in one bedroom in 2021
- New floor laid in both bedrooms, living room and kitchen in 2021.
- Very child-friendly - 4 playgrounds in brl.
- Lots of air and green, lush common areas surround the blocks in Brl.
- The local shop is only 150 m away - handy if you've only forgotten one thing!
- No right of first refusal and no doc. avg."
Carnegie,68 Miller St,2,h,967500,S,hockingstuart,2016-06-08 00:00:00,11.4,3163,3,1,2,299.0,115.0,1930,Glen Eira,-37.8973,145.053,Southern Metropolitan,7822,1719,"Apartment of 122 sqm + 54 sqm terrace with sea view 100 meters from the beaches in Villajoyosa. It is centrally located in the city, Villajoyosa, only 30 minutes from Alicante airport.

The apartment was new in 2017, has all facilities and has very high quality in all details.
Short distance to several beaches, 5 min to supermarket/bakery, otherwise everything you need is within walking distance.
Here you have a fantastic view of the beach and sea. Sun from sunrise and throughout the day.
Long-term rental in winter is possible. Ask for price.

Facts about the apartment:
- 55"" TV all Norwegian channels
- AC in all rooms
- Internet via fiber
- Heating in all floors.
- Wardrobe spaces
- Gas fireplace
- Swimming pool (heated) and simple exercise room on the 1st floor
- Ice machine and filter for all water in the kitchen
- 2 large bathrooms, 1 guest toilet
- Washing machine and dryer
- Gas grill on the terrace
- Kitchen with all equipment
- Lift
- Private parking space on the lower floor with garage door opener
- 2 bicycles with helmets and equipment
Washing the apartment costs NOK 1,500."
Hadfield,20 Bedford St,3,h,605000,PI,hockingstuart,2016-03-09 00:00:00,12.1,3046,3,1,2,597.0,116.0,1960,Moreland,-37.711,144.9478,Northern Metropolitan,2606,2969,"Welcome to an urban and stylish apartment with a unique location on the water's edge. The building and apartment are newly built from 2007 and appear to a modern standard both externally and internally. The entire apartment was newly painted in 2022 in modern soft colours. The apartment is spread over two levels and offers, among other things:

Nice tiled bathroom
Nice and modern kitchen
Extensive window surfaces and generous ceiling height
Practical loft with several different uses
District heating, hot water, TV and internet included in communal expenses
Large shared roof terrace with good sunny conditions
Bedroom facing the quiet backyard
Good public transport services with train and airport bus within 2 minutes
Own storage space, common room and bicycle parking, the storage is on the same floor as the apartment
Walking distance to all of the city centre's facilities
Solsiden is only a 5-minute walk away"
Fitzroy North,397 Rae St,3,h,1730000,S,Nelson,2017-09-23 00:00:00,3.6,3068,3,2,0,175.0,0.0,0,-,-37.78305,144.97997,Northern Metropolitan,6244,13178,"Welcome to Jegertunet 86!
Holiday home with good sunny conditions and a great location. The area is connected to Jegertunet Feriesenter - a hotel and cottage field with facilities such as outdoor swimming pool, café, fitness centre, boat hire and tennis court and more. A short distance to both the sea and fresh water, as well as several great hiking areas. A short way to the ferry rental with a crossing to the center of Risør.  

The holiday home contains, among other things, an entrance hall, hallway, bathroom, toilet, bedroom, laundry room and kitchen in an open layout facing the living room, with a fireplace, on the 1st floor, as well as an attic living room and 2 bedrooms on the 2nd floor. Great garden and patio with jacuzzi, outdoor kitchen with grill and fireplace, as well as an annexe and storage room. Possibility of renting a boat berth."
Newport,1/26 Thorpe St,3,h,826000,S,Village,2016-03-09 00:00:00,8.4,3015,2,1,2,281.0,100.0,1957,Hobsons Bay,-37.8457,144.8651,Western Metropolitan,5498,4200,"Facilities
Very comfortable beds, Air conditioning, Balcony/terrace, Pool, Garage/parking lot, Internet access, Kitchen
Cot, High chair, Towels/linen included, Coffee machine, Dishwasher, TV, Tumble dryer, Washing machine"
Middle Park,8/49 Patterson St,2,u,702000,SP,Marshall,2016-06-18 00:00:00,4.1,3206,2,1,1,0.0,0.0,1970,Port Phillip,-37.8549,144.9662,Southern Metropolitan,2019,4020,"Welcome to this detached house with a central and attractive location on Søbakken! The home is over two floors and the basement has its own kitchen, living room, bathroom and room furnished as a bedroom. Here you live close to both a nursery school, a primary school and a secondary school, which provides an easy everyday life for you with school children in the house. In addition, the center and outdoor areas are within a short radius from the home.

Note this:

2 kitchens
Two bathrooms and separate wc
About. 2 km to the center
Shop directly across the street
A short drive to Sagtjernet and Glomma"
Moonee Ponds,24 Hotham St,3,h,1630000,S,Barry,2016-10-12 00:00:00,6.9,3039,3,2,0,408.0,199.0,1900,Moonee Valley,-37.77,144.91299999999995,Western Metropolitan,6232,4077,"Here we have the pleasure of presenting an incredibly cozy and beautiful cottage property which consists of a cottage, outbuilding and playroom for children.

Municipal water is connected to the cabin, there is light and
heating with the help of a wood stove and solar cell system.

The area consists of other cabins nearby, and
the property is nevertheless sheltered.

It is a short walk to the beach, which is nearby.
Today's owner has a small boat lying outside on a tow rope, and it is possible to get out of Hasfjordhopen under the stream bridge with a small boat. From there, an incredibly beautiful coastal landscape opens up, browse through Langsundet or the opposite way out to Kvaløya and Borgan in the west.

Welcome to the viewing"
Balwyn North,24 Willis St,3,h,1770000,PI,Fletchers,2016-08-28 00:00:00,9.2,3104,3,2,1,720.0,147.0,1955,Boroondara,-37.7938,145.0838,Southern Metropolitan,7809,692,"The small farm is located nice and warm all the way down by the sea at Vik in Osterøy with good conditions for varied outdoor life both at sea and on land! The property has a deer license and in the autumn when the river is big the sea trout come up. If you like to go for a walk in the open air, there are good opportunities on paths that go up to the mountain. Furthermore, the farm co-owns a forest road that is widely used as a hiking trail, and this can be nice to use for riding for those who have horses.

Just below there is a swimming beach on the property. There is also plenty of opportunity to engage in various hobbies both in the shed and tool house. The small farm has good opportunities for its own production of firewood. It is also planned for the extraction of forest. The property is subject to licensing."
Mitcham,55 Burnett St,4,h,1120000,SP,Noel,2017-09-16 00:00:00,17.2,3132,4,2,2,981.0,0.0,0,-,-37.81188,145.20051999999995,Eastern Metropolitan,6871,12784,"Welcome to Jødnvegen 16 B!

Beautiful newly built cabin (2022) under the auspices of a local contractor (Rogne bygg) with a consistently very good standard of materials, furnishings and technical installations. The cabin has recently been completed and has never been lived in. Content-rich and space-efficient layout over two floors, with large panoramic windows. Great view from the cabin towards i.a. Slettefjell, Mugnetind and the surrounding area. Built up outdoor areas with, among other things gravelled courtyard, nicely manicured lawn and Valdresskigard.

Walking distance to all Beitostølen's facilities, shops, pubs, restaurants, hotels, etc. Miles of groomed cross-country trails right outside the cabin wall. Beitostølen is the gateway to Jotunheimen with a rich selection of hiking opportunities in both summer and winter."
Reservoir,2/4 Pratt St,3,t,642500,S,Barry,2017-03-06 00:00:00,12.0,3073,3,2,2,160.0,140.0,2010,Darebin,-37.71064000000001,145.01067,Northern Metropolitan,21650,9302,"Facilities
Very comfortable beds, Air conditioning, Balcony/terrace, Pool, Garage/parking lot, Internet access, Kitchen
Cot, High chair, Towels/linen included, Coffee machine, Dishwasher, TV, Tumble dryer, Washing machine"
St Kilda,216/5 Alma Rd,1,u,475000,SP,Buxton,2017-11-02 00:00:00,6.1,3182,1,1,1,0.0,0.0,0,Port Phillip,-37.8605,144.9834,Southern Metropolitan,13240,5805,"Estate agent 1 by Morten Løvseth is pleased to present a nice apartment 3-room apartment with a good floor plan on Vikhammerstrand.

Vikhammerstrand is a perfect area where it is both safe and child-friendly. You get to live conveniently and centrally, without living in the middle of the city centre. You are close to forest, land, sea and shops.

The apartment has very good sunny conditions with a fantastic view of the fjord.

It is walking distance to a cozy bathing beach which, as well as swimming, can be an excellent place for a family outing.

Of the qualities we would like to highlight:

- Very good sun and view conditions
- Large window surfaces that provide plenty of light.
- The apartment has bought a parking space in the parking
basement - Tiled bathroom
- Good and spacious entrance hall
- Own terrace

Estate agent 1 by Morten Løvseth is pleased to present a nice apartment 3-room apartment with a good floor plan on Vikhammerstrand.

Vikhammerstrand is a perfect area where it is both safe and child-friendly. You get to live conveniently and centrally, without living in the middle of the city centre. You are close to forest, land, sea and shops.

The apartment has very good sunny conditions with a fantastic view of the fjord.

It is walking distance to a cozy bathing beach which, as well as swimming, can be an excellent place for a family outing.

Of the qualities we would like to highlight:

- Very good sun and view conditions
- Large window surfaces that provide plenty of light.
- The apartment has bought a parking space in the parking
basement - Tiled bathroom
- Good and spacious entrance hall
- Own terrace

Contents
The apartment is on the 3rd floor and contains:
- Modern new housing standard with space-efficient solutions.
- Open living room and kitchen with space for several furnishing options.
- Great kitchen with integrated appliances.
- Large window surfaces provide plenty of natural light and a good sense of space.
- From the living room there is an exit to the terrace
- 2 bedrooms with space for a bed and wardrobe solution.
- Bathroom equipped with shower corner, washbasin, wall-hung toilet and arrangement for washing machine.
- Water-borne underfloor heating and balanced ventilation.
- The apartment has a sports store in the basement.
- Elevator in the building.

Contents:
Hallway, living room/kitchen, 2 bedrooms, bathroom and storage room.

This is the resale of a contract position.

Standard
Entrance:
Tiles on the floor, walls are plastered and painted white.

Electrical: Downlights with dimmer, door opener/ answering machine.

Waterborne underfloor heating.

Kitchen:
3-strip oak parquet, white pigmented on the floor.

Walls are sprinkled and painted classic white.

Kitchen furniture from Sigdal with smooth doors and handles. Color white. Handle: steel.
Worktop: Laminate, grey, thickness 38 mm.
Sink: 1-bowl in stainless steel.
Mixer tap: Oras Inspera 3031F or equivalent in chrome.
White goods: Delivered integrated. Complete delivery includes hob (induction), stove, dishwasher and combi fridge/freezer.
Brand: Electrolux or equivalent.

The wall between the kitchen worktop and upper cupboard is delivered painted. Same color as wall otherwise; NCS S 0500-N. Classic white.

Lighting: Light is provided under some upper cupboards in the kitchen.

Plug in according to electrical drawing.
Waterborne underfloor heating.

Living room:
3-strip oak parquet white pigmented, walls sparkle and painted classic white.

Water-borne underfloor heating and sockets according to the electrical drawing.

Bedroom:
3-strip oak parquet white-pigmented, walls sparkle and painted classic white.

Plug in according to electrical drawing. No heat source in bedroom.

Bathroom:
Tile 30X30 cm. Smaller tile format in the shower niche. Color light gray on the floor.

Walls:
Tile 20X50 cm. Color light. Mosaic in one field on the wall in the shower area.

Painted ceiling classic white.

Washbasin and one tall cabinet: Smooth fronts w/handles. Color white. Washbasin width: 80 cm. Width tall cabinet: 40 cm.

Mirror: Comes with integrated lighting. Basin faucet: Oras Saga or equivalent in chrome. Toilet: Wall-mounted w/ soft close.

Flush button: Chrome-plated.

Shower corner: Clear glass and straight doors with aluminum/chrome details.

Shower: Oras Optima and Oras Apollo or equivalent.

Arrangement for washing or combination machine Inner

door: Stack from Swedoor, or equivalent, color code NCS S 0500-N. Classic white. Door handle: Stainless steel, brushed.

Inner door : Stack from Swedoor, or equivalent, color code NCS S 0500-N
Door handle: Stainless steel, brushed

Downlights LED with dimmer. Plug in decor
Plug for washing machine. Electric heating cable.

Heating
The apartments are heated from a central system with thermostatically controlled water-borne underfloor heating in the entrance hall, living room and kitchen. Heating is not provided in bedrooms. Bathrooms are supplied with electric underfloor heating. Any requirements for heating beyond the above are solved with radiators or electric panel ovens.

Nature
The plot is jointly owned. The plot is disposed of by the section owners either according to sectioning or possibly in accordance with the articles of association.

Location
At Vikhammerstrand, you have the beach as your nearest neighbor and experience it as a quiet and peaceful residential area.

Both Trondheim and Værnes can be reached by car, bus or train, and possibly by bicycle for those who are really fit. Here you can breathe in fresh and natural sea air, let yourself be fascinated by the sun reflecting off the water in the fjord, and maybe you will see a boat sailing past somewhere on the horizon.

At the same time, the homes will be conveniently located within walking distance of a shop, post office, doctor, bank, school, train, bus, various sports facilities, as well as recreational opportunities in forests and fields.

Access
Drive to Vikhamerkrysset and turn off down towards the fjord. Then take the first right and continue until you come to a large field on the west side and you are there."
Bentleigh East,1 Jassa St,3,h,1352000,S,Woodards,2016-11-19 00:00:00,13.9,3165,3,1,2,686.0,122.0,1950,Glen Eira,-37.9113,145.0765,Southern Metropolitan,10969,906,"This is a modern villa with a very high standard, located approximately 20 km north-west of Nice. The property is located approx. 400 meters above sea level, and has a fantastic view of the Mediterranean, and the possibility of great walks in the mountains behind.

- 10 minutes walk to the medieval village of Tourrettes sur Loup
- 10 minutes by car to Vence and St. Paul de Vence
- 25 minutes by car to Nice & Valbonne
- 40 minutes to Cannes
- 20 minutes by car to the nearest beach in Cagnes-Sur-Mer

The house has a very high standard, (smart house) with a Viking fridge, stove, freezer and wine cabinet, built into a modern Italian kitchen. All floors are in black stone or oak. There are four bedrooms, three of which have double beds, a bath and shower, and one room with two single beds and a bathroom with shower. All bathrooms have exclusive fittings from Perrin & Rowe.

The house has cooling in all rooms, and investment has been made in a quiet Daikin air conditioning/heat exchanger central system (10KW). All units are hidden in the ceiling and walls.

Exit from living room to garden and pool. Garden furniture and sunbeds are ready for use. In the evening it is nice to sit outside and enjoy the panoramic view of the French Riviera. Here you look down on Antibes, Nice, Cap Ferrat, etc. There is also plenty of space on the terrace on the upper floor.

The house has undergone extensive restoration over the past 5 years. Everything is new. Plumbing, Electrical, Windows, Doors and an open solution. Everything inside has been removed and rebuilt. The living room and kitchen are on the plinth floor directly facing the garden and pool, it is an open solution where everyone can stand around the kitchen island and participate in the cooking. There is also a bedroom on this floor. On the second floor there are three bedrooms, one of which is a very large master bedroom with its own bathroom and direct access to a large terrace. You can see the Mediterranean Sea from the bed in the master bedroom. All four bedrooms have separate bathrooms, three of them also have their own bathtub. On both the first and second floor, you can open the wide terrace doors so that you get an inside/outside feeling."
Balwyn North,2/43 Sutton St,3,h,1275000,VB,Fletchers,2017-01-07 00:00:00,9.7,3104,3,2,2,226.0,127.0,1965,Boroondara,-37.79495,145.08192,Southern Metropolitan,7809,8733,"This newly built modern villa with its own outdoor pool is located in one of the most popular tourist spots in Croatia - Medulin. It offers luxury to several families or friends who would like to holiday together.
The villa is located 200m from the sea in a central but quiet area. It is walking distance to the beach promenade and many restaurants and cafés in the area. Large, fenced plot (1400 m2) with its own parking space for 6 cars or 2 minibuses. Powerful air conditioning, large LED TV with Smart option, monitoring system with alarm and wireless network will make your indoor stay as pleasant as outdoors. Each bedroom has its own bathroom and 32 inch LED TV.
The house contains, among other things, outdoor pool (60m2), heated jacuzzi, sauna, entertainment room, 18x9m outdoor multi-court sports facility (football, volleyball, badminton...), football games, bicycles, outside barbecue area, common interior area (living room, dining room, kitchen, entertainment room... in the grounds floor) separated from the bedroom area (2nd and 3rd floor), wine cellar and exercise room.

Medulin is located just over a mile from the vibrant (3,000-year-old) historic city of Pula and many describe Pula as a Rome in miniature - wide avenues, narrow alleys and even its own amphitheater. The amphitheater, ""Arena"" colloquially"" is the sixth largest in the world. It is in very good condition and is used today for concerts and film festivals. In addition, the city also houses the world's best-preserved Roman temple, the Temple of Augustus, as well as a triumphal arch and a cathedral commemorating the Assumption of the Virgin Mary.
Just outside Pula is the Brijuni archipelago, which consists of 14 beautiful islands. The area was formerly President Tito's stronghold and closed to the public. Today, Brijuni is a national park with fantastic birdlife, and free-roaming antelopes and zebras. You have to join an organized excursion to get here. Remember swimwear if you go - there are several nice bathing spots here as well as a golf course... Have you ever played in the company of deer, mouflon, rabbits and peacocks in your golf career?

The villa is still in the process of being furnished and more photos will be available soon.
Norwegian and SAS fly directly to Pula from Oslo, Bergen, Stavanger (from May to October)
Ryanair flies directly to Pula from Moss Rygge
Distance to Pula airport approx. 10 km"
Hallam,39 Alexander St,3,h,661000,S,REMAX,2017-09-16 00:00:00,32.3,3803,3,1,3,819.0,0.0,0,-,-38.00377,145.26161000000005,South-Eastern Metropolitan,3728,12741,"The villa is located in the idyllic village of Saint Cézaire sur Siagne, centrally located on the Côte d'Azur: 25 minutes from Cannes - 45 minutes from Nice. The house of 240 square meters is elegantly furnished and contains all facilities: wireless internet, large TV, very exclusive sound system, jacuzzi etc...) The house is unobtrusive, surrounded by a lovely terrace with sunbeds, spacious dining area and sofa group. The large swimming pool is exclusively designed, heated and has a gutter edge.

The house contains 5 very comfortable bedrooms and three beautiful bathrooms, one of which has a jacuzzi. Large, well-equipped kitchen. The house is fully equipped with bed linen, towels etc... There is a fantastic panoramic view of the coast and the islands outside Cannes

Included in the rent the bed sheets and towels all is included in the house.

As information we are at 800 m. walk from St CEZAIRE village which is one of the top 5 best villages in the FRENCH RIVIERA.
Far from the major thoroughfares, Saint-Cézaire-sur-Siagne lies halfway between the beaches of the Côte d'Azur and the ski resorts of the Maritime Alps. It is located on a plateau at 475 m. Protected from north winds by the alpine foothills around Grasse, it enjoys an exceptionally temperate climate.
Saint-Cézaire-sur-Siagne is located at the extreme west end of Alpes-Maritimes, perched on a spur that dominates the valley of the Siagne.
Saint-Cézaire lies 15 km southwest of Grasse, 28 km from Cannes, and 52 km from Nice.
On the north are Escragnolles and Saint-Vallier-de-Thiey. To the south are Spéracèdes and Le Tignet. On the southwest are the valley of the Siagne and the massif of Tanneron, which forms the boundary between Alpes-Maritimes and the department of Var.

We are by walk as you will read from the heart of the village and in a very calm residential area. And you can walk it's less than 700 meters to one of the best bakers a wood oven and with fantastic (croissants).

We have all in the Village a Supermarket Carrefour, 2 Butchers, 3 bakers, 3 restaurants, pizzeria's, pharmacies, doctors even dentist, and every Saturday we have an biologic giant market very interesting where all abound agricultural bio or French cheeses bio and natural breads done with (old techniques)

Then by car at 5 Km and at 10 Km you could test at Cabris at Grasse at CHIBOIS (one star MICHELIN) typical Provençal food.

Then always at around 12 Km you have a big choice of HYPERS too like Auchan.

We have the view in front of us of Cannes and the islands of St Marguerite and the hills surrounding us are located a lot of singers actors and VIP
Restaurants wise there are a lot around us the village of Cabris,
Speracedes and Grasse.

The pool is secured with a very sophisticated alarm infrared system and we do not use chlorine in the swimming pool we have a special light salt anode and cathode (electrolysis) cleaning way plus a robot.

The house was totally renewed in 2001 by a known decorator De Tonge and totally renewed in 2009."
Maribyrnong,18/4 Wests Rd,2,u,353000,S,Biggin,2017-05-27 00:00:00,4.3,3032,2,1,1,4977.0,79.0,2000,Maribyrnong,-37.77367,144.88161000000005,Western Metropolitan,4918,10391,"Spacious detached house in a closed domain.

Stair-free access to the house and the ground floor of the house. On this level you will find 3 bedrooms and 3 bathrooms, kitchen, living room, TV room, dining room and exit to the terrace and pool in front. Air conditioning in all bedrooms and in the TV room.

Exit to the covered terrace from the kitchen and living room in front of the pool.

In addition, there is a separate terrace outside the TV room and bedroom.

The kitchen has an integrated dishwasher, coffee machine, coffee maker, blender, American fridge with ice maker, stove, microwave, wine cabinet, etc.
With 2 exits to the covered terrace from the kitchen, this is probably where most home meals are taken.

2nd floor
Stairs up to the open 2nd floor where there is a large double bed (here there is no air-conditioning, but a floor-standing fan) and a private bathroom with both shower and bathtub and access to a small roof terrace.

From the patio on the 1st floor, there are a few steps down to your own pool and outdoor shower.

From the covered terrace you can look out over the pool, the garden and down over the rooftops of the more than 2,000-year-old medieval port town of Biot and the Mediterranean Sea.

There is a parking space on its own plot. There is also plenty of guest parking within the domain, which otherwise consists of a total of 18 houses. There is also a separate tennis court connected to the domain (there is poor coverage here, but for those of us who are not very professionals it works). There are also 4 tennis rackets and some balls in the house for free loan.

Mini-golf, amusement park and Marineland which is located right in the view down to the Mediterranean and a short distance from here!

There is great planting in the garden with various herbs, flowers, palm trees and in typical Provencal style.
If there are fruits and vegetables that are ripe when you are here - just indulge yourself!

Unashamed location.

If you don't want to drive yourself, there is a good bus connection during the day and Uber works excellently (about 20-30 Euro down to Antibes).

Bed linen and towels (also bath towels) are included in the rent - 1 set per bed.

Final cleaning is included in the rent and the tenant is asked to remove bed linen and towels and put them in the bathroom with washing machine on the last day."
Altona North,131 Chambers Rd,3,h,730000,S,Greg,2017-07-22 00:00:00,9.4,3025,3,1,1,276.0,0.0,0,Hobsons Bay,-37.82787,144.84364,Western Metropolitan,5132,11570,"The apartment is in the heart of the old town with a view to ""castle mountain"" / ""Le Chateau"" and the Mediterranean Sea. The apartment is on the top floor (French third floor) of a classic building from the 17th-18th century.

The apartment is located in a quiet area. You hear birds chirping and waves lapping. --however, if you walk just over a minute from the apartment and down our characteristic staircase, you are in the middle of the busy pedestrian streets in the old town and then it is buzzing with life. Here you have the city's best bakeries, the fish market, butchers, the flower market, the fruit and vegetable market, restaurants and bars in narrow alleyways as well as the antiques market and shopping in the immediate vicinity.

The beach and the English promenade are 4-5 minutes' walk from the apartment.

The apartment is newly renovated 3-room. Consists of living room/kitchen, 2 double bedrooms and bathroom. Fully equipped kitchen with, among other things, a Nespresso machine. TV (NetFlix)/Wi-Fi and stereo system. We have 3 large floor fans for use on the hottest days.

Washing of the apartment, bed linen and towels are included in the rent. Bring your own beach towels.

Handover of keys on arrival and departure as well as washing of bed linen and towels in addition to washing of the apartment must always be arranged via our Norwegian contact in Nice.

Prices vary with high and low season in Nice."
Southbank,2605/63 Whiteman St,2,u,590000,PI,MICM,2017-03-06 00:00:00,0.7,3006,2,2,1,0.0,0.0,2009,Melbourne,-37.82586,144.957,Southern Metropolitan,8400,9333,"""Casa Caroline"" is a distinctive villa with a sunny location in Villajoyosa's most attractive area Montiboli. Great views to the Mediterranean and only a few minutes' walk to 3 beach options; Caleta, Bon Nou and Paraiso. Casa Caroline has a large private garden, a large terrace with a saltwater pool of 10x4 meters and a patio connected to the pool.

The house's organic shape means that every room has its own character.
1st floor consists of 2 double bedrooms with air conditioning + 3 extra beds, 1 bathroom, hall, living room with air conditioning, dining room with space for 12 people and kitchen with dining area.
The 2nd floor consists of 1 circular bedroom with air conditioning and vaulted ceiling, 1 bathroom and a balcony with a fantastic view of the Mediterranean and Alicante bay.
Basement with washing machine and large drying area outside.
Terrace with deckchairs and sofa group in the patio.

The house is equipped with internet, 2 fridges, wine cellar, freezer, electric stove, dishwasher, washing machine, Swan mattresses, 37"" TV with Spanish channels, heat pump, otherwise very well equipped with bed linen, towels, service, cutlery etc.

Nearest town is Villajoyosa, approx. 3km. Bus stop right outside the house. Villajoyosa is a typical Spanish town. The town is not a tourist ghetto. The seafront is the town's pride with its restaurants, cafés and bars. The town also has a lovely old town.

North on on the coast are Benidorm and Altea which offer lots of shops and restaurants.The amusement parks Terra Mitica, AquaLandia and Mundomar are located in Benidorm.

Price: Weekly rental from Saturday to Saturday from NOK. NOK 18,000 to NOK 28,000, depending on the season and number of people.
Monthly rent is lower than weekly rent and is agreed based on the number of people and duration. Supplement for water and electricity NOK 200 per day.
Supplement for final cleaning 100 euros.

25% of the rental sum is paid when the contract is concluded, of which NOK. NOK 3,000 is non-refundable. The remaining amount is paid 4 weeks before arrival."
Sunshine West,2/10 Carter St,3,u,545000,S,Barry,2016-10-12 00:00:00,13.5,3020,3,2,1,240.0,131.0,2011,Brimbank,-37.7891,144.8152,Western Metropolitan,6763,6064,"TOTALLY RENOVATED terraced house in Albir. We have combined clean lines, modern style and high standards with the classic Spanish style. 10 min to walk to the beach. And 8 minutes to walk to the center and grocery store.

Our fantastic holiday home is centrally located in a quiet, calm and safe residential area in Albiråsen. The terraced house has 3 bedrooms with double beds, room for 6 people and 2 bathrooms.

Large terrace in extension of the living room. Tasteful sofa group, sunbeds, outdoor kitchen with built-in charcoal grill and electric awning.

Large shared swimming pool (15 metres) and children's pool located in shared garden/park.

The terraced house is located in scenic surroundings with a fantastic view of the sea, Altea, Calpeklippen. And is the closest neighbor to the Sierra Gelada National Park. If you choose the popular trip to the ""lighthouse"" Fårö del Albir, or want to go to the mountains, our terraced house is a perfect starting point.

The house is very spacious. It has a great open kitchen with a large kitchen island in black stone.
The kitchen is very well equipped. Large selection of wine glasses from Riedel, induction hob, toaster, waffle iron, stand mixer, good knives, blender, coffee maker, Nespresso machine, fridge/freezer with ice maker and water purification system. So you don't need to buy water in the store.

Sofa group with smart TV with all NorskeTV channels, Netflix, HBO Nordic and TV Sumo, Spotify and more. Sonos beam soundbar and Sonos one in the bedrooms and in the master bathroom, as well as an extra one that can be used on the terrace. A Bose Soundlink mini to use on the beach and by the pool.

Fiber Internet that works well.

Design dining room from Andreu World.

Air conditioning in all rooms (4 units).

3 bedrooms with 150x200 beds with mattress toppers and large sliding wardrobes.

Two of the bedrooms have fantastic views and access to a balcony with chairs and a table on the second floor. The third bedroom has great views to the mountains above Benidorm and towards Guadalest. All windows and bedrooms have built-in mosquito nets that can be pulled down like a roller blind.

2 bathrooms with roof shower. The main bathroom has two sinks.
Hairdryer, great terry towels. Own beach towels for use on the beach or by the pool.

Modern Samsung washing machine.

Large terrace (35m2) facing the garden, mountain and sea view. Outdoor kitchen with built-in charcoal grill/fireplace. Sofa seating group, dining table with chairs, 4 sunbeds and 2 folding sunbeds. 2 sun loungers that can be taken to the stand.

Pets not allowed.

The terraced house is registered for rental in Spain.
Registration number is VT-478843-A.


PRICE:
NOK 7,000 - 14,000 per week, depending on the period."
